142.0,1000.7746478873239,2.0,2.0,142.0,0.0,0.0,0.0,138.779296875,0.9295883040491038
155.0,914.4580645161291,3.0,3.0,153.0,2.0,0.0,0.0,138.4189453125,1.0056773227798492
116.0,982.1551724137931,2.0,2.0,116.0,0.0,0.0,0.0,111.259765625,0.944387195013346
143.0,973.7342657342657,2.0,2.0,143.0,0.0,0.0,0.0,135.98046875,0.9511541146698561
121.0,938.3305785123966,2.0,2.0,121.0,0.0,0.0,0.0,110.876953125,0.9637787324366505
138.0,1006.8985507246376,2.0,2.0,138.0,0.0,0.0,0.0,135.6953125,0.9321115676166747
116.0,989.1206896551724,2.0,2.0,116.0,0.0,0.0,0.0,112.048828125,0.9293636260137187
127.0,1009.1338582677165,2.0,2.0,127.0,0.0,0.0,0.0,125.15625,0.9308637102222774
130.0,1009.5538461538462,2.0,2.0,130.0,0.0,0.0,0.0,128.166015625,0.9305861291319928
28.0,615.6785714285714,2.0,2.0,28.0,0.0,0.0,0.0,16.8349609375,0.996316519558962
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,154.0,2.0,2.0,0.0,2.0,0.0,0.0,0.30078125,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,105.375,3.0,3.0,6.0,2.0,2.0,2.0,0.8232421875,1.4056390622295665
12.0,78.0,2.0,2.0,12.0,0.0,0.0,0.0,0.9140625,0.9798687566511528
11.0,74.45454545454545,2.0,2.0,11.0,0.0,0.0,0.0,0.7998046875,0.9456603046006401
13.0,68.15384615384616,2.0,2.0,13.0,0.0,0.0,0.0,0.865234375,0.9957274520849255
13.0,69.46153846153847,2.0,2.0,13.0,0.0,0.0,0.0,0.8818359375,0.9957274520849255
12.0,70.75,2.0,2.0,12.0,0.0,0.0,0.0,0.8291015625,1.0
12.0,67.5,2.0,2.0,12.0,0.0,0.0,0.0,0.791015625,0.9798687566511528
12.0,70.75,2.0,2.0,12.0,0.0,0.0,0.0,0.8291015625,0.9798687566511528
11.0,65.27272727272727,2.0,2.0,11.0,0.0,0.0,0.0,0.701171875,0.9940302114769565
12.0,70.75,2.0,2.0,12.0,0.0,0.0,0.0,0.8291015625,0.9798687566511528
9.0,67.77777777777777,2.0,2.0,9.0,0.0,0.0,0.0,0.595703125,0.9910760598382222
14.0,68.35714285714286,2.0,2.0,14.0,0.0,0.0,0.0,0.9345703125,1.0
12.0,67.5,2.0,2.0,12.0,0.0,0.0,0.0,0.791015625,1.0
11.0,68.81818181818181,2.0,2.0,11.0,0.0,0.0,0.0,0.7392578125,0.9940302114769565
12.0,64.91666666666667,3.0,3.0,10.0,2.0,0.0,0.0,0.7607421875,1.3250112108241772
13.0,71.15384615384616,2.0,2.0,13.0,0.0,0.0,0.0,0.9033203125,0.9612366047228759
10.0,70.2,2.0,2.0,10.0,0.0,0.0,0.0,0.685546875,0.9709505944546686
6.0,60.333333333333336,2.0,2.0,6.0,0.0,0.0,0.0,0.353515625,1.0
