145.0,1010.9724137931034,2.0,2.0,145.0,0.0,0.0,0.0,143.1552734375,0.9228250732502711
145.0,981.6068965517242,2.0,2.0,145.0,0.0,0.0,0.0,138.9970703125,0.9415322984536676
143.0,973.7342657342657,2.0,2.0,143.0,0.0,0.0,0.0,135.98046875,0.9511541146698561
130.0,1020.7846153846153,2.0,2.0,130.0,0.0,0.0,0.0,129.591796875,0.9233388889944429
134.0,973.9029850746268,2.0,2.0,134.0,0.0,0.0,0.0,127.4443359375,0.9472905939402361
137.0,960.7299270072992,2.0,2.0,137.0,0.0,0.0,0.0,128.53515625,0.9577321200770126
146.0,974.8356164383562,2.0,2.0,146.0,0.0,0.0,0.0,138.990234375,0.9505668528932194
135.0,984.6888888888889,2.0,2.0,135.0,0.0,0.0,0.0,129.8173828125,0.9451152173024928
132.0,995.3712121212121,2.0,2.0,132.0,0.0,0.0,0.0,128.3095703125,0.9393645314754715
137.0,960.7299270072992,2.0,2.0,137.0,0.0,0.0,0.0,128.53515625,0.9523936789829597
141.0,997.1347517730496,2.0,2.0,141.0,0.0,0.0,0.0,137.30078125,0.9318316196407056
131.0,976.0229007633587,2.0,2.0,131.0,0.0,0.0,0.0,124.8623046875,0.9416646844209251
145.0,981.1862068965518,2.0,2.0,145.0,0.0,0.0,0.0,138.9375,0.9471678207108327
142.0,1011.056338028169,2.0,2.0,142.0,0.0,0.0,0.0,140.205078125,0.9295883040491038
134.0,1002.820895522388,2.0,2.0,134.0,0.0,0.0,0.0,131.228515625,0.9347327712959193
157.0,919.6178343949044,2.0,2.0,157.0,0.0,0.0,0.0,140.99609375,0.9451917693702083
135.0,1034.0222222222221,2.0,2.0,135.0,0.0,0.0,0.0,136.3212890625,0.9027631199439021
129.0,1016.9612403100775,2.0,2.0,129.0,0.0,0.0,0.0,128.11328125,0.9182958340544896
128.0,1006.984375,2.0,2.0,128.0,0.0,0.0,0.0,125.873046875,0.9283620723948676
131.0,1013.4045801526718,2.0,2.0,131.0,0.0,0.0,0.0,129.64453125,0.9281393508564137
140.0,993.6,2.0,2.0,140.0,0.0,0.0,0.0,135.84375,0.9402859586706311
143.0,1004.3636363636364,2.0,2.0,143.0,0.0,0.0,0.0,140.2578125,0.9337554002624233
